id,category,prompt,question,equipment_problem,answer,tools_required,steps,safety_info,tips,incomplete_answer,safety_violations,unrealistic_tools,overcomplicated_solution,missing_context,poor_quality_tips,overall_failed,quality_answer_coherence,quality_step_actionability,quality_tool_realism,quality_safety_specificity,quality_tip_usefulness,quality_problem_answer_alignment,quality_appropriate_scope,quality_category_accuracy,notes
34,hvac,"System prompt:
You are a diy HVAC repair expert (filter changes, thermostat issues, vent cleaning, basic troubleshooting).

User prompt:
Return exactly one JSON object matching this shape:
{
  ""id"": 1,
  ""question"": ""string"",
  ""answer"": ""string"",
  ""equipment_problem"": ""string"",
  ""tools_required"": [
    ""string""
  ],
  ""steps"": [
    ""1. string"",
    ""2. string""
  ],
  ""safety_info"": ""string"",
  ""tips"": [
    ""string""
  ]
}

Requirements:
- Create realistic homeowner repair question/answer pairs that strictly follow the required schema.
- The question must be meaningfully different from earlier questions in this same category.
- The question must be a novel scenario and wording.
- steps must be ordered and numbered like '1. ...', '2. ...'
- tools_required and tips must be realistic and practical
- no markdown, no extra keys, no commentary

Do not repeat or closely paraphrase any of these prior questions:
[
  ""My living room air vents have accumulated a lot of dust and debris, and airflow seems weaker than usual. How can I clean the vents effectively to improve air quality and flow?"",
  ""The air coming from my HVAC vents has a strange musty smell. How can I identify and fix the source of the odor?"",
  ""I've noticed that some rooms in my house are cooler than others even when the HVAC is running. How can I troubleshoot and fix uneven heating and cooling in my home?"",
  ""The thermostat in my hallway keeps displaying an error message and the HVAC system won't turn on. What steps can I take to troubleshoot and resolve this thermostat issue?"",
  ""My HVAC system has suddenly stopped blowing air from the vents altogether, even though the system seems to be running. What could be causing this and how can I fix it?"",
  ""How do I replace the clogged air filter in my HVAC system to restore proper airflow?""
]","The air coming out of my vents feels weak and inconsistent, and I suspect there might be blockages or buildup inside the ductwork. How can I clean my air ducts to improve airflow and system efficiency?",Clogged or dirty air ducts causing weak and inconsistent airflow.,"To clean your air ducts, first turn off your HVAC system. Use a vacuum with a long hose attachment to remove dust and debris from vent openings. Then, use a brush or flexible cleaning tools to reach deeper into the ducts. For thorough cleaning, consider renting a duct cleaning vacuum or hiring a professional if the buildup is extensive. After cleaning, replace air filters to prevent future dust accumulation.","[""Vacuum cleaner with hose attachment"", ""Brush or flexible cleaning tool"", ""Flashlight"", ""Screwdriver"", ""New air filters""]","[""1. Turn off the HVAC system to ensure safety."", ""2. Remove vent covers using a screwdriver."", ""3. Vacuum dust and debris from vent openings and visible duct surfaces."", ""4. Use a brush or flexible tool to dislodge dust inside ducts."", ""5. Vacuum again to remove loosened debris."", ""6. Replace air filters with new ones to maintain airflow quality."", ""7. Reattach vent covers and turn the system back on to test airflow.""]",Always turn off the HVAC system and power supply before cleaning to avoid electrical hazards. Wear a mask and gloves to protect from dust and allergens.,"[""Regularly replace air filters to reduce dust buildup in ducts."", ""Consider professional duct cleaning every few years for optimal system performance."", ""Seal any visible duct leaks to improve airflow efficiency.""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,general,"System prompt:
You are a general home repair diyy expert (drywall, doors/windows, flooring, basic carpentry).

User prompt:
Return exactly one JSON object matching this shape:
{
  ""id"": 1,
  ""question"": ""string"",
  ""answer"": ""string"",
  ""equipment_problem"": ""string"",
  ""tools_required"": [
    ""string""
  ],
  ""steps"": [
    ""1. string"",
    ""2. string""
  ],
  ""safety_info"": ""string"",
  ""tips"": [
    ""string""
  ]
}

Requirements:
- Create realistic homeowner repair question/answer pairs that strictly follow the required schema.
- The question must be meaningfully different from earlier questions in this same category.
- The question must be a novel scenario and wording.
- steps must be ordered and numbered like '1. ...', '2. ...'
- tools_required and tips must be realistic and practical
- no markdown, no extra keys, no commentary

Do not repeat or closely paraphrase any of these prior questions:
[
  ""How can I fix a sticking interior wooden door that won't close properly?"",
  ""How do I repair a small hole in my drywall caused by a doorknob?"",
  ""What is the best way to fix a warped exterior wooden door that doesn't seal properly against the frame?"",
  ""What steps should I take to replace a cracked window pane in my living room?"",
  ""My bathroom door squeaks loudly every time I open or close it. How can I fix this issue?"",
  ""How can I fix a drywall crack that has appeared above a window frame in my living room?""
]",My bedroom door suddenly became very hard to open and close due to swelling from humidity. How can I fix this issue?,Swollen wooden door due to humidity causing it to stick in the frame.,"To fix a swollen door that is hard to open and close due to humidity, you need to reduce the swelling by sanding down the edges that rub against the frame, then seal the door properly to prevent future swelling.","[""sandpaper"", ""sanding block or electric sander"", ""paintbrush"", ""wood sealer or varnish"", ""screwdriver"", ""chisel""]","[""1. Remove the door from its hinges by unscrewing the hinge pins with a screwdriver."", ""2. Identify the areas where the door is sticking by inspecting the edges that rub against the frame."", ""3. Use sandpaper or an electric sander to carefully sand down the swollen edges to make them thinner and allow clearance."", ""4. If necessary, use a chisel to carefully shave off any wood that is deeply swollen or warped."", ""5. Sand the door edges smoothly and clean off the dust."", ""6. Apply a wood sealer or varnish to all edges of the door to protect it from moisture in the future."", ""7. Allow the sealer to dry fully as per the product instructions."", ""8. Rehang the door by placing it back on the hinges and checking for smooth operation.""]",Wear a dust mask and safety goggles while sanding to protect from wood dust. Work in a well-ventilated area when applying sealer.,"[""Check the humidity levels in your home and use a dehumidifier if necessary to prevent the door from swelling again."", ""Test sanding on a small hidden area first to avoid removing too much material."", ""Apply sealer to all edges of the door, including top and bottom, to fully protect against moisture.""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,appliance,"System prompt:
You are a DIY appliance repair expert (refrigerators, washers, dryers, etc.). 

User prompt:
Return exactly one JSON object matching this shape:
{
  ""id"": 1,
  ""question"": ""string"",
  ""answer"": ""string"",
  ""equipment_problem"": ""string"",
  ""tools_required"": [
    ""string""
  ],
  ""steps"": [
    ""1. string"",
    ""2. string""
  ],
  ""safety_info"": ""string"",
  ""tips"": [
    ""string""
  ]
}

Requirements:
- Create realistic homeowner repair question/answer pairs that strictly follow the required schema.
- The question must be meaningfully different from earlier questions in this same category.
- The question must be a novel scenario and wording.
- steps must be ordered and numbered like '1. ...', '2. ...'
- tools_required and tips must be realistic and practical
- no markdown, no extra keys, no commentary

Do not repeat or closely paraphrase any of these prior questions:
[
  ""Why is my washing machine making a loud banging noise during the spin cycle?"",
  ""What should I do if my dryer stops heating but still runs the drum?"",
  ""How can I fix a refrigerator that is running but not cooling properly?"",
  ""How do I troubleshoot a dishwasher that fills with water but doesn't drain after the cycle ends?"",
  ""What steps can I take if my dryer drum isn't turning at all, but the dryer still powers on?"",
  ""What can I do if my washing machine leaks water from the bottom during the wash cycle?"",
  ""What should I do if my refrigerator's ice maker has stopped producing ice completely?""
]",What can I do if my washing machine stops mid-cycle and displays an error code?,Washing machine stops mid-cycle and displays error code,"First, unplug the washing machine to reset it. Check the user manual to identify the error code meaning. Common causes include a clogged drain pump filter or a faulty door lock. Inspect and clean the drain pump filter, then verify the door locks securely. If these steps don't resolve the issue, the problem may be with the control board or wiring, requiring professional service.","[""Screwdriver"", ""Towel"", ""Bucket""]","[""1. Unplug the washing machine from the power source to ensure safety and reset the system."", ""2. Locate and consult the user manual to interpret the specific error code displayed on the machine."", ""3. Open the drain pump filter access panel, usually located at the bottom front of the machine."", ""4. Place a towel and bucket underneath to catch any water, then slowly unscrew and remove the drain pump filter."", ""5. Clean the filter of any debris, lint, or blockages, then securely replace it."", ""6. Check that the washing machine door is closing and locking properly."", ""7. Plug the washing machine back in and start a test cycle to see if the error is resolved.""]",Always unplug the washing machine before inspecting or repairing internal parts to prevent electric shock. Use towels and buckets to catch water when opening the drain pump filter to avoid spills.,"[""Keep the user manual handy for quick reference to error codes and troubleshooting tips."", ""Regularly clean the drain pump filter every few months to prevent blockages."", ""If unfamiliar with electrical components, consult a professional technician to avoid damage or injury.""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,Plumbing,"System prompt:
You are a DIY plumbing expert (leaks, clogs, fixture repairs, pipe problems, etc.).

User prompt:
Return exactly one JSON object matching this shape:
{
  ""id"": 1,
  ""question"": ""string"",
  ""answer"": ""string"",
  ""equipment_problem"": ""string"",
  ""tools_required"": [
    ""string""
  ],
  ""steps"": [
    ""1. string"",
    ""2. string""
  ],
  ""safety_info"": ""string"",
  ""tips"": [
    ""string""
  ]
}

Requirements:
- Create realistic homeowner repair question/answer pairs that strictly follow the required schema.
- The question must be meaningfully different from earlier questions in this same category.
- The question must be a novel scenario and wording.
- steps must be ordered and numbered like '1. ...', '2. ...'
- tools_required and tips must be realistic and practical
- no markdown, no extra keys, no commentary

Do not repeat or closely paraphrase any of these prior questions:
[
  ""How do I stop my bathroom sink from leaking underneath when I turn on the faucet?"",
  ""What should I do if my kitchen faucet is dripping continuously even when it's turned off?"",
  ""What are the steps to fix a clogged drain in my bathroom sink that water is draining very slowly from?"",
  ""What can I do to fix a leaking shower valve that causes water to drip even when the shower is off?"",
  ""How can I repair a toilet that keeps running after flushing and doesn\u2019t stop on its own?"",
  ""How can I fix a kitchen sink faucet that makes a loud screeching noise when I turn it on?"",
  ""What is the process to repair a leaking pipe joint under my kitchen sink that causes water to pool on the cabinet floor?""
]","Why does my outdoor garden hose connection keep leaking water when the hose is turned on, and how can I fix it?",Leaking outdoor garden hose connection,"The leak at your outdoor garden hose connection is likely due to a worn-out rubber washer inside the hose connector or a loose connection. To fix it, you need to turn off the water supply, disconnect the hose, inspect and replace the washer if damaged, then securely reconnect the hose and check for leaks.","[""Adjustable wrench"", ""Replacement rubber washer"", ""Teflon tape"", ""Bucket or towel""]","[""1. Turn off the outdoor water supply to the hose bib."", ""2. Unscrew the garden hose from the outdoor faucet using your hands or an adjustable wrench if it's tight."", ""3. Inspect the rubber washer inside the hose connector for cracks, flattening, or damage."", ""4. Remove the old washer and replace it with a new one of the same size."", ""5. Wrap Teflon tape around the threaded faucet spout to ensure a tight seal."", ""6. Screw the garden hose back onto the faucet, tightening securely but not excessively to avoid damage."", ""7. Turn the water supply back on and check the connection for any leaks."", ""8. If leaks persist, tighten the connection a bit more or inspect the faucet threads for damage.""]",Make sure the water supply is off before disconnecting the hose to avoid water spraying. Use caution when tightening connections to prevent stripping threads or damaging parts.,"[""Keep spare rubber washers handy for quick replacements."", ""Apply a small amount of silicone lubricant on the washer for a better seal."", ""Avoid overtightening to prevent damaging the hose or faucet threads."", ""Check the hose end fittings periodically for wear and tear to avoid leaks.""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,electrical,"System prompt:
You are a diy electrical expert (outlet replacement, switch repair, light fixture installation, etc.). Provide onlly repairs that can be safely performed by a home owner.

User prompt:
Return exactly one JSON object matching this shape:
{
  ""id"": 1,
  ""question"": ""string"",
  ""answer"": ""string"",
  ""equipment_problem"": ""string"",
  ""tools_required"": [
    ""string""
  ],
  ""steps"": [
    ""1. string"",
    ""2. string""
  ],
  ""safety_info"": ""string"",
  ""tips"": [
    ""string""
  ]
}

Requirements:
- Create realistic homeowner repair question/answer pairs that strictly follow the required schema.
- The question must be meaningfully different from earlier questions in this same category.
- The question must be a novel scenario and wording.
- steps must be ordered and numbered like '1. ...', '2. ...'
- tools_required and tips must be realistic and practical
- no markdown, no extra keys, no commentary

Do not repeat or closely paraphrase any of these prior questions:
[
  ""How do I replace a faulty light switch that doesn't turn the light on or off?"",
  ""What steps should I follow to safely replace a damaged electrical outlet in my living room?"",
  ""What is the procedure to install a new ceiling light fixture in a dining room with existing wiring?"",
  ""How can I fix a kitchen outlet that sparks when plugging in appliances?"",
  ""How can I troubleshoot and fix a bathroom outlet that has stopped working but other outlets in the room work fine?"",
  ""How do I safely install a dimmer switch to replace a standard light switch in my bedroom?"",
  ""How can I replace a burnt electrical outlet in my home office safely?""
]",What is the correct method to replace a three-way light switch that is malfunctioning in a hallway?,Malfunctioning three-way light switch in hallway,"To replace a malfunctioning three-way light switch, first turn off the power at the circuit breaker. Remove the old switch by unscrewing it from the wall box and disconnect the wires. Connect the wires to the corresponding terminals on the new three-way switch, ensuring the common wire is attached to the common terminal. Secure the switch back into the wall box and replace the cover plate. Finally, restore power and test the switch operation.","[""Screwdriver"", ""Voltage tester"", ""Wire stripper"", ""Needle-nose pliers""]","[""1. Turn off the power to the hallway light circuit at the main circuit breaker panel."", ""2. Use a voltage tester to confirm that the power is off at the switch."", ""3. Unscrew and remove the existing three-way switch from the wall box."", ""4. Carefully disconnect the wires from the old switch, noting their positions."", ""5. Connect the wires to the new three-way switch terminals, matching the common, traveler, and ground wires correctly."", ""6. Secure the switch into the wall box and attach the cover plate."", ""7. Turn the power back on at the breaker and test the switch functionality.""]",Always confirm power is off with a voltage tester before touching any wiring to avoid electrical shock. Handle wires carefully and ensure connections are secure.,"[""Label wires before removal to make reconnection easier."", ""Take a photo of the existing wiring setup for reference."", ""If unsure about wire identification, consult a professional electrician.""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,hvac,"System prompt:
You are a diy HVAC repair expert (filter changes, thermostat issues, vent cleaning, basic troubleshooting).

User prompt:
Return exactly one JSON object matching this shape:
{
  ""id"": 1,
  ""question"": ""string"",
  ""answer"": ""string"",
  ""equipment_problem"": ""string"",
  ""tools_required"": [
    ""string""
  ],
  ""steps"": [
    ""1. string"",
    ""2. string""
  ],
  ""safety_info"": ""string"",
  ""tips"": [
    ""string""
  ]
}

Requirements:
- Create realistic homeowner repair question/answer pairs that strictly follow the required schema.
- The question must be meaningfully different from earlier questions in this same category.
- The question must be a novel scenario and wording.
- steps must be ordered and numbered like '1. ...', '2. ...'
- tools_required and tips must be realistic and practical
- no markdown, no extra keys, no commentary

Do not repeat or closely paraphrase any of these prior questions:
[
  ""My living room air vents have accumulated a lot of dust and debris, and airflow seems weaker than usual. How can I clean the vents effectively to improve air quality and flow?"",
  ""The air coming from my HVAC vents has a strange musty smell. How can I identify and fix the source of the odor?"",
  ""I've noticed that some rooms in my house are cooler than others even when the HVAC is running. How can I troubleshoot and fix uneven heating and cooling in my home?"",
  ""The thermostat in my hallway keeps displaying an error message and the HVAC system won't turn on. What steps can I take to troubleshoot and resolve this thermostat issue?"",
  ""My HVAC system has suddenly stopped blowing air from the vents altogether, even though the system seems to be running. What could be causing this and how can I fix it?"",
  ""How do I replace the clogged air filter in my HVAC system to restore proper airflow?"",
  ""The air coming out of my vents feels weak and inconsistent, and I suspect there might be blockages or buildup inside the ductwork. How can I clean my air ducts to improve airflow and system efficiency?""
]","My thermostat display is blank, and the HVAC system isn't responding to any inputs. What troubleshooting steps can I take to fix this issue?",Blank thermostat display and unresponsive HVAC controls,"A blank thermostat display often indicates a power issue or a problem with the thermostat itself. Start by checking the thermostat batteries if it uses them. Next, verify that the circuit breaker for the HVAC system is not tripped. You can also remove the thermostat from its base to inspect for loose wiring or dirt. Resetting the thermostat or replacing it may be necessary if these steps don't resolve the problem.","[""Screwdriver"", ""Multimeter"", ""Replacement batteries""]","[""1. Turn off the HVAC system and the power supply at the circuit breaker."", ""2. Remove the thermostat cover using a screwdriver."", ""3. Check for batteries and replace them if they are dead or missing."", ""4. Use a multimeter to verify that the thermostat is receiving power from the HVAC control board."", ""5. Inspect wiring connections for looseness or corrosion and tighten or clean as needed."", ""6. Reassemble the thermostat and turn the power back on to test functionality."", ""7. Reset the thermostat to factory settings if it has a reset option."", ""8. If the problem persists, consider replacing the thermostat.""]",Always turn off power at the circuit breaker before working on electrical components to prevent shock or injury.,"[""Keep a small screwdriver and multimeter handy for quick thermostat troubleshooting."", ""Take a photo of the wiring before disconnecting anything to ensure correct reassembly."", ""Consult the thermostat’s manual for specific reset procedures and troubleshooting tips.""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,general,"System prompt:
You are a general home repair diyy expert (drywall, doors/windows, flooring, basic carpentry).

User prompt:
Return exactly one JSON object matching this shape:
{
  ""id"": 1,
  ""question"": ""string"",
  ""answer"": ""string"",
  ""equipment_problem"": ""string"",
  ""tools_required"": [
    ""string""
  ],
  ""steps"": [
    ""1. string"",
    ""2. string""
  ],
  ""safety_info"": ""string"",
  ""tips"": [
    ""string""
  ]
}

Requirements:
- Create realistic homeowner repair question/answer pairs that strictly follow the required schema.
- The question must be meaningfully different from earlier questions in this same category.
- The question must be a novel scenario and wording.
- steps must be ordered and numbered like '1. ...', '2. ...'
- tools_required and tips must be realistic and practical
- no markdown, no extra keys, no commentary

Do not repeat or closely paraphrase any of these prior questions:
[
  ""How can I fix a sticking interior wooden door that won't close properly?"",
  ""How do I repair a small hole in my drywall caused by a doorknob?"",
  ""What is the best way to fix a warped exterior wooden door that doesn't seal properly against the frame?"",
  ""What steps should I take to replace a cracked window pane in my living room?"",
  ""My bathroom door squeaks loudly every time I open or close it. How can I fix this issue?"",
  ""How can I fix a drywall crack that has appeared above a window frame in my living room?"",
  ""My bedroom door suddenly became very hard to open and close due to swelling from humidity. How can I fix this issue?""
]",What is the best way to repair peeling paint and minor damage on drywall near a kitchen sink?,Peeling paint and minor damage on drywall near a kitchen sink due to moisture exposure.,"To repair peeling paint and minor damage on drywall near a kitchen sink, first remove all loose paint and damaged drywall. Then, apply a patching compound to smooth the surface, sand it once dry, prime the area, and repaint with moisture-resistant paint.","[""putty knife"", ""sandpaper"", ""primer"", ""paintbrush"", ""moisture-resistant paint""]","[""1. Scrape off peeling paint and any loose drywall material using a putty knife."", ""2. Apply patching compound to the damaged area and smooth it out evenly."", ""3. Allow the compound to dry completely, then sand the area until smooth."", ""4. Apply a primer to the repaired area to ensure proper paint adhesion."", ""5. Once the primer is dry, paint over the area with moisture-resistant paint to protect against future damage.""]",Wear a dust mask when sanding to avoid inhaling dust particles. Ensure proper ventilation when using primer and paint to avoid inhaling fumes.,"[""Use a moisture-resistant paint designed for high-humidity areas like kitchens and bathrooms."", ""Consider using a mildew-resistant primer for added protection."", ""Keep the area well ventilated to prevent future moisture buildup.""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,appliance,"System prompt:
You are a DIY appliance repair expert (refrigerators, washers, dryers, etc.). 

User prompt:
Return exactly one JSON object matching this shape:
{
  ""id"": 1,
  ""question"": ""string"",
  ""answer"": ""string"",
  ""equipment_problem"": ""string"",
  ""tools_required"": [
    ""string""
  ],
  ""steps"": [
    ""1. string"",
    ""2. string""
  ],
  ""safety_info"": ""string"",
  ""tips"": [
    ""string""
  ]
}

Requirements:
- Create realistic homeowner repair question/answer pairs that strictly follow the required schema.
- The question must be meaningfully different from earlier questions in this same category.
- The question must be a novel scenario and wording.
- steps must be ordered and numbered like '1. ...', '2. ...'
- tools_required and tips must be realistic and practical
- no markdown, no extra keys, no commentary

Do not repeat or closely paraphrase any of these prior questions:
[
  ""Why is my washing machine making a loud banging noise during the spin cycle?"",
  ""What should I do if my dryer stops heating but still runs the drum?"",
  ""How can I fix a refrigerator that is running but not cooling properly?"",
  ""How do I troubleshoot a dishwasher that fills with water but doesn't drain after the cycle ends?"",
  ""What steps can I take if my dryer drum isn't turning at all, but the dryer still powers on?"",
  ""What can I do if my washing machine leaks water from the bottom during the wash cycle?"",
  ""What should I do if my refrigerator's ice maker has stopped producing ice completely?"",
  ""What can I do if my washing machine stops mid-cycle and displays an error code?""
]",How can I address a washer that vibrates excessively and moves during the spin cycle?,Excessive vibration and movement during washer spin cycle,"To fix a washer that vibrates excessively and moves, ensure the machine is level on the floor and the load is balanced. Check and adjust the leveling feet if necessary and redistribute the laundry evenly inside the drum.","[""Level"", ""Wrench""]","[""1. Unplug the washing machine for safety."", ""2. Use a level to check if the washer is sitting evenly on the floor."", ""3. Adjust the leveling feet by turning them clockwise or counterclockwise until the washer is level."", ""4. Plug the machine back in and run a spin cycle with a balanced load of laundry."", ""5. If the washer still vibrates or moves, redistribute the laundry to balance the weight inside the drum."", ""6. Repeat the spin cycle test and make further adjustments to feet or load as needed.""]",Always unplug the washing machine before performing any adjustments to avoid electrical shock.,"[""Use a bit of cardboard or a mat under the washer to help dampen vibration."", ""Avoid washing single heavy items which can cause imbalance."", ""Check the floor beneath the washer to ensure it is sturdy and not causing instability.""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,Plumbing,"System prompt:
You are a DIY plumbing expert (leaks, clogs, fixture repairs, pipe problems, etc.).

User prompt:
Return exactly one JSON object matching this shape:
{
  ""id"": 1,
  ""question"": ""string"",
  ""answer"": ""string"",
  ""equipment_problem"": ""string"",
  ""tools_required"": [
    ""string""
  ],
  ""steps"": [
    ""1. string"",
    ""2. string""
  ],
  ""safety_info"": ""string"",
  ""tips"": [
    ""string""
  ]
}

Requirements:
- Create realistic homeowner repair question/answer pairs that strictly follow the required schema.
- The question must be meaningfully different from earlier questions in this same category.
- The question must be a novel scenario and wording.
- steps must be ordered and numbered like '1. ...', '2. ...'
- tools_required and tips must be realistic and practical
- no markdown, no extra keys, no commentary

Do not repeat or closely paraphrase any of these prior questions:
[
  ""How do I stop my bathroom sink from leaking underneath when I turn on the faucet?"",
  ""What should I do if my kitchen faucet is dripping continuously even when it's turned off?"",
  ""What are the steps to fix a clogged drain in my bathroom sink that water is draining very slowly from?"",
  ""What can I do to fix a leaking shower valve that causes water to drip even when the shower is off?"",
  ""How can I repair a toilet that keeps running after flushing and doesn\u2019t stop on its own?"",
  ""How can I fix a kitchen sink faucet that makes a loud screeching noise when I turn it on?"",
  ""What is the process to repair a leaking pipe joint under my kitchen sink that causes water to pool on the cabinet floor?"",
  ""Why does my outdoor garden hose connection keep leaking water when the hose is turned on, and how can I fix it?""
]",How can I stop my bathtub faucet from leaking and causing water to drip continuously into the tub?,Leaking bathtub faucet causing continuous dripping water.,"To fix a leaking bathtub faucet that drips water continuously, you typically need to replace the worn-out faucet washer or cartridge. First, shut off the water supply. Then, remove the faucet handle and the valve stem to access the washer or cartridge. Replace the faulty part with a new one and reassemble the faucet.","[""adjustable wrench"", ""screwdriver"", ""replacement faucet washer or cartridge"", ""plumber's grease""]","[""1. Turn off the water supply to the bathtub."", ""2. Use a screwdriver to remove the faucet handle."", ""3. Unscrew the valve stem using an adjustable wrench."", ""4. Inspect the washer or cartridge for damage and remove it."", ""5. Replace with a new washer or cartridge as needed, applying plumber's grease if recommended."", ""6. Reassemble the faucet components in reverse order."", ""7. Turn the water supply back on and check for leaks.""]",Ensure the water supply is completely turned off before starting to avoid water damage. Use tools carefully to avoid injury.,"[""Take a photo of the faucet assembly before disassembly for reference."", ""Use plumber's grease on moving parts to extend lifespan."", ""If the leak persists after replacing the washer, the valve seat might be damaged and require professional repair.""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,electrical,"System prompt:
You are a diy electrical expert (outlet replacement, switch repair, light fixture installation, etc.). Provide onlly repairs that can be safely performed by a home owner.

User prompt:
Return exactly one JSON object matching this shape:
{
  ""id"": 1,
  ""question"": ""string"",
  ""answer"": ""string"",
  ""equipment_problem"": ""string"",
  ""tools_required"": [
    ""string""
  ],
  ""steps"": [
    ""1. string"",
    ""2. string""
  ],
  ""safety_info"": ""string"",
  ""tips"": [
    ""string""
  ]
}

Requirements:
- Create realistic homeowner repair question/answer pairs that strictly follow the required schema.
- The question must be meaningfully different from earlier questions in this same category.
- The question must be a novel scenario and wording.
- steps must be ordered and numbered like '1. ...', '2. ...'
- tools_required and tips must be realistic and practical
- no markdown, no extra keys, no commentary

Do not repeat or closely paraphrase any of these prior questions:
[
  ""How do I replace a faulty light switch that doesn't turn the light on or off?"",
  ""What steps should I follow to safely replace a damaged electrical outlet in my living room?"",
  ""What is the procedure to install a new ceiling light fixture in a dining room with existing wiring?"",
  ""How can I fix a kitchen outlet that sparks when plugging in appliances?"",
  ""How can I troubleshoot and fix a bathroom outlet that has stopped working but other outlets in the room work fine?"",
  ""How do I safely install a dimmer switch to replace a standard light switch in my bedroom?"",
  ""How can I replace a burnt electrical outlet in my home office safely?"",
  ""What is the correct method to replace a three-way light switch that is malfunctioning in a hallway?""
]",What steps should I take to replace a faulty outdoor electrical outlet that has been damaged by weather?,Faulty outdoor electrical outlet damaged by weather,"To replace a faulty outdoor electrical outlet, first turn off the power at the breaker. Remove the outlet cover and unscrew the old outlet. Disconnect the wires and connect them to the corresponding terminals on the new outlet. Secure the outlet back into the box and attach a weatherproof cover. Finally, restore power and test the outlet.","[""screwdriver"", ""wire stripper"", ""voltage tester"", ""replacement outdoor electrical outlet"", ""weatherproof outlet cover""]","[""1. Turn off the power to the outdoor outlet at the circuit breaker."", ""2. Use a screwdriver to remove the outlet cover and then unscrew the old outlet from the electrical box."", ""3. Use a voltage tester to confirm the power is off."", ""4. Carefully disconnect the wires from the old outlet, remembering their placement."", ""5. Strip the wire ends if necessary and connect them to the corresponding terminals on the new outdoor-rated outlet."", ""6. Screw the new outlet securely into the box."", ""7. Attach a weatherproof cover over the outlet to protect it from moisture."", ""8. Turn the power back on at the breaker and test the outlet with a voltage tester or a small appliance.""]",Always ensure the power is off before starting electrical work to avoid shock. Use a voltage tester to confirm no electricity is present. Use outdoor-rated outlets and covers to prevent water intrusion.,"[""Make sure the outlet you purchase is rated for outdoor use."", ""If wire insulation is damaged, replace or repair it before connecting to the new outlet."", ""Use a weatherproof cover with a gasket for better moisture protection.""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
